"count","artist","avg_danceability","avg_duration_ms"
1,"Faustix",0.634,263716
1,"Faustix & Imanos",0.634,263716
2,"Fausto Cigliano",0.376,188453
97,"Fausto Cleva",0.280237113402062,227972.896907216
2,"Fausto Cleva [Conductor]",0.274,275840
2,"Fausto Leali",0.213,202043
2,"Fausto Papetti",0.508,149067
2,"Favored Nations",0.839,243120
1,"Fay De Witt",0.565,172360
1,"Fay DeWitt",0.679,70880
2,"Faydee",0.653,282969
2,"Faye Webster",0.73,202160
30,"Faye Wong",0.501133333333333,271441.866666667
4,"Fayza Ahmed",0.366,328074.5
2,"Faze-O",0.474,318360
24,"Fear",0.463166666666667,120085.666666667
16,"Fear Factory",0.577375,252676.5
4,"Fear, and Loathing in Las Vegas",0.266,222060
2,"Feargal Sharkey",0.653,281800
82,"Federico García Lorca",0.66890243902439,105827.43902439
1,"Federico Mompou",0.381,358573
12,"Federico Moreno Torroba",0.506166666666667,149658.666666667
2,"Federico Villa",0.598,210280
8,"Fedora Barbieri",0.414125,131008.375
4,"Feed Me",0.7165,256988.5
4,"Feeder",0.4915,233206.5
1,"Feenixpawl",0.51,185625
4,"Fefe Dobson",0.554,220820
2,"Fefita La Grande",0.457,438480
4,"Fehlfarben",0.8015,326146.5
4,"Fei Yu-ching",0.39025,259786.75
7,"Feid",0.718142857142857,306438.285714286
1,"Feint",0.377,234475
24,"Feist",0.670708333333333,209841.25
62,"Fela Kuti",0.686532258064516,926199.161290322
2,"Fela Kuti & Nigeria 70",0.77,434760
2,"Fela Kuti & The Africa 70",0.738,761507
2,"Fela Kuti feat. Ginger Baker",0.572,795893
2,"Felicia Day",0.642,167875
1,"Felicia Sanders",0.176,197200
4,"Feliciano Amaral",0.516,183669.5
4,"Feliciano Brunelli Y Su Orquesta",0.5145,154273
5,"Felicity Lott",0.172,341733.2
6,"Felipe Arriaga",0.486666666666667,183208.666666667
1,"Felipe Rodriguez",0.803,178467
5,"Felipe V. Rivera",0.4232,188792.2
2,"Felix Da Housecat",0.811,275480
18,"Felix Gutierrez",0.638444444444444,181167.444444444
5,"Felix Jaehn",0.7236,185542.4
4,"Felix Knight",0.3305,160697.25
118,"Felix Mendelssohn",0.313844915254237,338209.271186441
1,"Felix Mendelssohn, adapted by William H. Cummings",0.559,111601
2,"Felix Ortega",0.522,239453
1,"Felix Slatkin",0.194,1080360
4,"Felix Weingartner",0.3925,402167
2,"Felix and his Krazy Kats",0.652,161800
1,"Fellas Rican",0.788,1428097
4,"Felly",0.8345,215007
20,"Felt",0.39313,312076.2
4,"Female Bokharian singer",0.5015,65273.5
2,"Female Kouyou chorus with bell, three male drummers",0.929,123987
2,"Female N'Goundi soloist, girls' chorus",0.596,75707
2,"Female Navajo singer, basket-drum player",0.806,61893
2,"Female Okandi chorus, three male drummers",0.563,100653
2,"Female Sundanese singer, katjapi player",0.353,86880
2,"Female singer from Anjou",0.613,189720
2,"Female singer from Corsica",0.345,94320
1,"Femi Taylor",0.58,285640
2,"Feng Suave",0.566,281054
9,"Fenix Flexin",0.882222222222222,171116.888888889
4,"Fenix TX",0.446,161520
6,"Fenton Robinson",0.637666666666667,206146.666666667
2,"Ferb",0.805,47160
2,"Ferception",0.597,321901
8,"Ferde Grofé",0.1806125,389086.75
8,"Ferderico Del Cupolo",0.289975,203776.25
2,"Ferdi Özbeğen",0.371,243147
7,"Ferdinand Frantz",0.244714285714286,328417.285714286
4,"Ferdinand Leitner",0.3205,286406.5
1,"Ferdinand Ries",0.539,149613
1,"Ferdinand Schnelle",0.194,330027
1,"Ferdinand Wrede",0.414,137733
40,"Ferenc Fricsay",0.321025,307035.65
1,"Ferenc Korpas",0.4,271973
19,"Fergie",0.746421052631579,244964.631578947
6,"Ferlin Husky",0.575,144617
2,"Fermin IV Caballero",0.901,237760
8,"Fern Kinney",0.78525,390443.5
2,"Fernand Gravey",0.703,135533
1,"Fernanda Cadoni",0.4,234067
1,"Fernanda Costa",0.45,189333
2,"Fernanda lima",0.656,281530
2,"Fernando Alvarez",0.72,163333
20,"Fernando Corena",0.368,303639.3
2,"Fernando De Madariaga",0.374,217880
2,"Fernando Delgadillo",0.456,178773
17,"Fernando Ortega",0.424352941176471,291217.941176471
110,"Fernando Previtali",0.379409090909091,226559.936363636
17,"Fernando Sor",0.512294117647059,220838.058823529
18,"Fernando Villalona",0.620333333333333,276788.444444444
2,"Fernando gogo de ouro",0.634,328052
2,"Feroz Khan",0.712,249107
2,"Feroz Nizami",0.634,177363
2,"Ferr",0.255,188507
26,"Ferrante & Teicher",0.456153846153846,157193.346153846
11,"Ferruccio Tagliavini",0.367,157610.909090909
1,"Ferry Corsten",0.312,58156
2,"Feruccio Tagliavini",0.327,206067
2,"Ferum",0.673,343140
18,"Fess Parker",0.680222222222222,141152.666666667
2,"Festival Nacional De la Mejorana",0.504,99501
2,"Festspiel-Orchester Bayreuth /Herbert von Karajan",0.1589,366906.5
29,"Fetty Wap",0.716172413793103,211674.413793103
4,"Fever Ray",0.4965,283600.5
2,"Fever Tree",0.201,242907
2,"Fever the Ghost",0.612,259067
6,"Fey",0.690333333333333,261111
4,"Feyser",0.758,386373.5
4,"Fiction Factory",0.598,281809
7,"Fida Hussain",0.573571428571429,205745
2,"Fiddle Fever",0.183,245200
2,"Fiddler on the Roof Ensemble (1967)",0.483,471360
4,"Fiddlin' Doc Roberts",0.5025,163840
12,"Fidel Rueda",0.842166666666667,195433.333333333
4,"Fiel A La Vega",0.4445,366546.5
4,"Field Mob",0.7315,233903.25
6,"Fields Of The Nephilim",0.253,271920.333333333
7,"Fiend",0.745714285714286,321152.571428571
17,"Fifth Harmony",0.664235294117647,201450.94117647
2,"Fifty Foot Hose",0.297,218667
4,"Fig",0.4355,225433
8,"Fiji",0.77175,229638.25
2,"Fila Brazillia",0.467,566147
2,"Filio Pirgaki",0.307,309120
1,"Filipopoulos",0.515,153040
2,"Filmore",0.8,193145
12,"Filter",0.480583333333333,326525.583333333
2,"Finatticz",0.931,202199
8,"Finch",0.338,220330
2,"Finding Hope",0.55,201951
18,"Fine Young Cannibals",0.725,216509.777777778
1,"Fingazz",0.749,206200
16,"Finger Eleven",0.4995,221190
1,"Fini Henriques",0.282,363933
2,"Finian's Rainbow Ensemble",0.641,193533
1,"Finian's Rainbow Orchestra",0.325,193427
2,"Finis Henderson",0.814,301827
2,"Fink",0.477,310693
4,"Finley Quaye",0.682,213480
4,"Finn",0.4645,270163
2,"Finntroll",0.43,208680
1,"Finola Hughes",0.58,285640
48,"Fiona Apple",0.52575,276790
2,"Fiona Prine",0.572,170400
2,"Fionn Regan",0.466,204853
1,"Fionnuala Gill",0.215,291107
2,"Fiorello! - Original Broadway Cast",0.712,238333
2,"Firebeatz",0.636,221250
26,"Firefall",0.576076923076923,231129.307692308
4,"Fireflight",0.472,198326.5
26,"Firehouse",0.534307692307692,255109.769230769
8,"Firehouse Five Plus Two",0.5525,294666.75
2,"Firoza Begum",0.513,168653
8,"First Aid Kit",0.49875,250206.5
4,"First Choice",0.6245,469000
2,"First Circle",0.696,317813
4,"Fischer-Z",0.5195,259086.5
2,"Fischerspooner",0.607,288307
2,"Fish Fugue",0.703,238211
2,"Fish Leong",0.638,239293
16,"Fishbone",0.568375,279045.125
4,"Fisher Morgan",0.373,272100
10,"Fishmans",0.6402,707408
2,"Fit For Rivals",0.448,187933
6,"Fito Olivares",0.766666666666667,204897.666666667
2,"Fito Olivares Olivarez",0.827,190984
28,"Fito Olivares y Su Grupo",0.693928571428571,180518.071428571
16,"Fito Paez",0.65075,246195
2,"Fito y Fitipaldis",0.718,254373
18,"Fitz and The Tantrums",0.648111111111111,206230.111111111
6,"Five",0.787666666666667,229211.166666667
2,"Five Deez",0.823,236533
126,"Five Finger Death Punch",0.485301587301587,220797.563492064
20,"Five For Fighting",0.5417,229743.8
2,"Five Horse Johnson",0.41,214600
2,"Five Iron Frenzy",0.646,220133
2,"Five Man Electrical Band",0.446,241693
10,"Fivio Foreign",0.7497,194378.9
2,"Fiya",0.513,343200
2,"Fizo Faouez",0.773,192755
4,"Fizzonaut",0,141230.5
5,"Flaco Jimenez",0.6876,215293.4
1,"Flame",0.704,196013
20,"Flamin' Groovies",0.5117,222290.6
16,"Flans",0.74875,232158.25
7,"Flash Ki",0.628857142857143,227688.428571429
5,"Flatbush Zombies",0.6456,260557.4
5,"Flatland Cavalry",0.5644,225765.4
8,"Flatsound",0.41725,232767.5
154,"Flatt & Scruggs",0.555246753246754,146498.87012987
2,"Flavio Cucchi",0.257,97840
2,"Flavor Flav",0.8,130707
2,"Flavors",0.661,123418
10,"Flaw",0.3954,224154.6
34,"Fleet Foxes",0.479,224095.176470588
876,"Fleetwood Mac",0.573166666666666,242457.589041096
4,"Flesh For Lulu",0.563,223300
2,"Fletcher Henderson",0.749,159907
8,"Fletcher Henderson & His Orchestra",0.69825,174956.75
7,"Fleurie",0.479142857142857,254202.428571429
9,"Flex",0.613222222222222,205744.222222222
2,"FlicFlac",0.708,339310
4,"Flight Facilities",0.7135,292122.25
4,"Flight of the Conchords",0.822,185633.5
18,"Flip Phillips",0.516222222222222,219588.5
6,"Flipmode Squad",0.717333333333333,278431.333333333
7,"Flipp Dinero",0.763428571428571,207657.714285714
6,"Flipper",0.409333333333333,262262.333333333
2,"Flipsyde",0.601,239547
4,"Flo & Eddie",0.609,193900
14,"Flo Milli",0.876,153570.285714286
46,"Flo Rida",0.714434782608696,217189.391304348
2,"Flo Sandon",0.245,217440
32,"Flo Sandon's",0.40025,197568.4375
2,"Flo Sandon's con Orchestra Federico Bergamini",0.743,196627
2,"Floater",0.479,197133
4,"Flobots",0.6865,242686.5
8,"Floetry",0.6755,291259.75
26,"Flogging Molly",0.378230769230769,235833.923076923
2,"Flood",0.813,380613
2,"Floorfilla",0.594,259587
10,"Flor Peeters",0.132,258832
8,"Flor Silvestre",0.51025,194412.75
2,"Flora Purim",0.423,125333
2,"Florante",0.674,134800
1,"Flore Wend",0.284,234507
4,"Florelle",0.407,209780
77,"Florence + The Machine",0.480285714285714,238160.909090909
8,"Florence Quivar",0.336375,236808.25
4,"Florence Welch",0.581,215240
1,"Floreyyyy",0.836,174700
76,"Florida Georgia Line",0.527394736842105,200935.368421053
2,"Florida Orchestra",0.244,134533
1,"Floride Calhoun",0.176,203107
2,"Florina Brass Band: Valkanis Brothers & Floros Floridis",0.502,368147
1,"Florindo Andreolli",0.143,206293
3,"Floros Floridis",0.553666666666667,289275.666666667
1,"Flosstradamus",0.613,214929
4,"Flotsam & Jetsam",0.1965,374206.5
3,"Flovry",0.689666666666667,158446
1,"Flower Drum Song Ensemble",0.71,153547
4,"Flower Travellin' Band",0.309,376253.5
2,"Flowers",0.656,226973
2,"Flowzhaker",0.803,45650
44,"Floyd Cramer",0.469272727272727,145024.909090909
1,"Floyd F. McRay",0.681,165933
2,"Flughand",0.769,93635
2,"Fluke",0.5,345234
18,"Flume",0.530333333333334,229421.722222222
2,"Flutist, violinist, mirdam player",0.505,111467
16,"Flux Pavilion",0.565125,269141.1875
2,"Fly",0.521,229947
7,"Flying Lotus",0.552571428571429,196279
22,"Flyleaf",0.434454545454545,193152.727272727
6,"Foals",0.5,298128.666666667
14,"Fobia",0.580428571428572,237457
10,"Focus",0.3886,276145.6
2,"Foe Loco",0.715,221573
31,"Foghat",0.433483870967742,345081.290322581
2,"Folder 5",0.55,226700
6,"Fonseca",0.675333333333333,225711.333333333
6,"Fontella Bass",0.608333333333333,199884.666666667
2,"Fonzi Thornton",0.852,211627
152,"Foo Fighters",0.424776315789474,247004.302631579
1,"Foogiano",0.914,212791
2,"Fools Garden",0.663,191027
2,"Foot Ox",0.537,107389
2,"For Real",0.628,359973
2,"Forbidden",0.27,272853
6,"Force M.D.'s",0.465333333333333,312115.333333333
2,"Foreign Air",0.577,180213
2,"Foreign Beggars",0.618,234891
136,"Foreigner",0.560794117647059,235768.323529412
4,"Forest",0.775,280822.5
4,"Forest FX",0.0815,167150.5
2,"Forever Jones",0.496,207800
14,"Forever The Sickest Kids",0.547,196658.857142857
2,"Forrest Day",0.737,216027
3,"Forrest.",0.823,193428.666666667
9,"Fort Minor",0.707555555555556,222662.222222222
1,"Fort Smith Symphony",0.0618,314400
2,"Fort Wingate Indian School",0.302,72347
16,"Fortugé",0.6195,187120
4,"Fortunate Youth",0.8515,239730
2,"Forum",0.711,256336
4,"Foster & Allen",0.3725,203953
2,"Foster And Lloyd",0.677,271507
2,"Foster Cazz",0.613,210341
2,"Foster Sylvers",0.762,153347
34,"Foster The People",0.647411764705882,241952.235294118
30,"Fotis Polimeris",0.419166666666667,185715.1
14,"Fountains Of Wayne",0.610714285714286,195137
2,"Four Tet",0.783,509539
102,"Four Tops",0.579862745098039,180354.529411765
10,"Four Year Strong",0.4716,197232
1,"Four-Mod",0.832,193881
11,"Fourplay",0.649,327679.909090909
6,"Fousheé",0.818333333333333,123874.666666667
4,"Fox Academy",0.2655,183817
6,"Foxes",0.508333333333333,253622.333333333
2,"Foxing",0.623,202840
5,"Foxx",0.8222,288101.4
2,"Foxy",0.92,244173
13,"Foxy Brown",0.741769230769231,240602.923076923
4,"Foxygen",0.545,214807
2,"Foy Vance",0.73,229227
3,"Fozzie",0.483666666666667,95120.3333333333
2,"Fozzy",0.418,250793
12,"Fra Lippo Lippi",0.644333333333333,271908.833333333
2,"Frag. Dimitriou",0.563,194280
4,"Frag. Dimitrioy",0.428,209033.5
2,"Fragiskos Dimitriou",0.293,223787
2,"Fragkiskos Dimitriou",0.262,225813
4,"Framing Hanley",0.41,210680
2,"Framing the Red",0.617,256413
13,"France Gall",0.617846153846154,239206.384615385
8,"France Joli",0.71175,384880
3,"Frances Archer",0.515333333333333,108155.666666667
2,"Frances England",0.577,152987
4,"Frances Faye",0.571,141113.5
1,"Frances Kelly",0.533,86053
4,"Frances Langford",0.515,124366
2,"Frances Magnes",0.446,197000
2,"Frances Nero",0.265,298580
10,"Frances Ruffelle",0.3548,241456
5,"Frances Yip",0.3954,202099
6,"Francesc Macia",0.637666666666667,236777.666666667
23,"Francesca Battistelli",0.489260869565218,230291.608695652
8,"Francesco Albanese",0.42025,164053.5
1,"Francesco Bartolomeo Conti",0.136,241770
16,"Francesco Cilea",0.25684375,174698.25
10,"Francesco De Gregori",0.4576,247920
6,"Francesco De Masi",0.46,128026.666666667
29,"Francesco Molinari-Pradelli",0.330724137931034,278120.689655172
5,"Francesco Paolo Tosti",0.2474,208273.6
1,"Francesco Sartori",0.265,246533
1,"Francesco Valentino",0.177,165867
2,"Francesco Yates",0.636,219043
2,"Francis Blanche",0.527,747760
12,"Francis Cabrel",0.567333333333333,243775.666666667
2,"Francis Jammes",0.542,103867
14,"Francis Lai",0.327428571428571,182230.571428571
2,"Francis Marty",0.51,134467
136,"Francis Poulenc",0.451742647058823,126674.588235294
4,"Francis Santana",0.624,170997.5
4,"Francis and the Lights",0.65675,241081
25,"Francisco ""Charro"" Avitia",0.57016,172871.4
2,"Francisco ""El Chico"" Elizalde",0.621,182947
28,"Francisco Alves",0.555464285714286,170990.464285714
74,"Francisco Amor",0.594567567567568,174401.081081081
1,"Francisco Calleja",0.3,175386
3169,"Francisco Canaro",0.659675607447144,176986.345850426
8,"Francisco Canaro Jazz Band",0.6795,155919
8,"Francisco Canaro Y Su Orquesta Tipica",0.6445,177353.25
4,"Francisco Céspedes",0.5365,222313.5
5,"Francisco Ernani Braga",0.4714,158826.8
4,"Francisco Fiorentino",0.7725,171006.5
2,"Francisco Sérgio e sua Orquestra",0.366,189867
23,"Francisco Tárrega",0.393173913043478,193377.608695652
1,"Franck Keller",0.67,205061
8,"Franck Pourcel",0.25275,173543.25
3,"Franco",0.750666666666667,294177.666666667
4,"Franco ""El Gorilla""",0.778,295293.5
2,"Franco Albertini",0.54,72187
2,"Franco Argüelles",0.734,272867
12,"Franco Battiato",0.6475,266124.333333333
28,"Franco Calabrese",0.499071428571429,174503.321428571
2,"Franco Capuana",0.147,207827
1,"Franco Corelli",0.172,182600
31,"Franco De Vita",0.560387096774194,251984.322580645
6,"Franco Ferrara",0.26,217555.666666667
2,"Franco Ricci",0.344,228387
2,"Franco Ricciardi",0.314,254427
1,"Franco de Grandis",0.4,271973
5,"Francois Campion",0.6698,76105.2
1,"Francois Clemmons",0.24,525933
8,"Francois Kevorkian",0.708,261876.25
2,"Frank 88 Malone",0.641,73213
408,"Frank Arnold",0.681700980392157,265799.303921569
16,"Frank Asper",0.19896875,120010.6875
6,"Frank Black",0.503666666666667,213977.666666667
2,"Frank Braley",0.449,145200
1,"Frank Bridge",0.0882,214107
7,"Frank Brieff",0.171428571428571,285358
1,"Frank Brownstead",0.216,245133
1,"Frank Brownstead Choir",0.216,245133
8,"Frank Butler",0.5145,422106.5
6,"Frank Campbell Milne",0.467333333333333,251813.333333333
16,"Frank Chacksfield & His Orchestra",0.2095,230975
2,"Frank Churchill",0.6085,177300
2,"Frank Comstock & His Orchestra",0.482,156373
6,"Frank Cruz",0.494666666666667,150247.333333333
2,"Frank Cucksey",0.613,20373
2,"Frank DD & Friends",0.476,220707
2,"Frank De Vol",0.694,135595
36,"Frank DeVol & His Orchestra",0.479333333333333,163302.888888889
4,"Frank DeVol & The Rainbow Strings",0.351,147960
2,"Frank Figueroa",0.766,216360
2,"Frank Foster",0.557,232187
1,"Frank Fox Tanzorchester",0.74,190328
2,"Frank Iero",0.49,140040
2,"Frank Ifield",0.385,124400
1,"Frank Kopyc",0.585,40760
7,"Frank Loesser",0.432142857142857,187885.714285714
2,"Frank Maus",0.264,310000
2,"Frank Melrose",0.59,162679
1,"Frank Miller",0.439,1602813
2,"Frank Mills",0.467,192360
4,"Frank Morgan",0.59375,199816.5
118,"Frank Ocean",0.575016949152542,214710.915254237
2,"Frank Paparelli",0.482,187987
2,"Frank Parker",0.275,210000
1,"Frank Peterson",0.265,246533
6,"Frank Proffitt",0.515,149115.333333333
2,"Frank Quintero",0.489,268440
24,"Frank Reyes",0.865666666666667,264687.916666667
1,"Frank Rogier",0.292,206760
2,"Frank Samuels",0.309,102462
1459,"Frank Sinatra",0.385231665524331,189282.134338588
1,"Frank Sinatra Jr.",0.356,220147
3,"Frank Skinner",0.179666666666667,133774.666666667
11,"Frank Stallone",0.617181818181818,217372.636363636
2,"Frank Sylvano",0.646,178773
2,"Frank Tirado",0.27,489427
5,"Frank Trumbauer",0.7096,179461.4
1,"Frank Trumbauer & His Orchestra",0.743,179427
1,"Frank Walker",0.759,176389
28,"Frank Wedekind",0.581571428571428,128256.5
186,"Frank Zappa",0.47378494623656,305095.252688172
2,"Franke & The Knockouts",0.598,251293
4,"Frankee",0.7875,200020
18,"Frankie Avalon",0.493444444444444,157062.444444444
8,"Frankie Ballard",0.59625,208060
64,"Frankie Beverly",0.6388125,364784.5625
2,"Frankie Carle",0.7835,163880
4,"Frankie Cosmos",0.503,123160
2,"Frankie Goes To Bollywood",0.763,215800
14,"Frankie Goes To Hollywood",0.559,343078
2,"Frankie Half-Pint Jaxon & His Hot Shots",0.805,184320
12,"Frankie J",0.66725,239628.083333333
4,"Frankie Knight",0.3475,130680.5
1,"Frankie Knuckles",0.698,407453
83,"Frankie Laine",0.497120481927711,163640.036144578
22,"Frankie Lymon",0.547409090909091,143230.409090909
3,"Frankie Michaels",0.445333333333333,204440
6,"Frankie Miller",0.673666666666667,195780.333333333
1,"Frankie Negrón",0.464,269800
79,"Frankie Ruiz",0.712670886075949,292253.898734177
6,"Frankie Smith",0.927,362173
1,"Frankie Trumbauer",0.607,182333
8,"Frankie Trumbauer & His Orchestra",0.657375,182443.25
44,"Frankie Valli",0.573454545454545,205793.363636364
166,"Frankie Valli & The Four Seasons",0.598048192771084,180263.277108434
2,"Frankie Vaughan",0.534,214200
8,"Frankie Yankovic",0.822,140396.75
18,"Frankie Yankovic & His Yanks",0.650222222222222,143890.444444444
7,"Frans Brüggen",0.561285714285714,189146.714285714
1,"František Pok",0.146,71019
1,"František Škroup",0.165,225440
1,"František Škvor",0.351,524389
20,"Frantz Casseus",0.40965,173749.25
4,"Franz Alfred Schmidt",0.198,170446
72,"Franz Allers",0.40925,195053.916666667
2,"Franz Allers [Conductor]",0.2,261360
1,"Franz Bauer-Theussl",0.223,481947
4,"Franz Berger",0.424,183500
3,"Franz Bierbach",0.269666666666667,211675.333333333
10,"Franz Ferdinand",0.4734,234128
183,"Franz Joseph Haydn",0.430604371584699,275822.93989071
2,"Franz Konwitschny",0.289,388160
43,"Franz Lehár",0.410209302325581,145059.279069767
136,"Franz Liszt",0.341875,361522.558823529
7,"Franz Liszt Chamber Orchestra",0.332285714285714,206904.714285714
8,"Franz Rupp",0.3345,269038.5
190,"Franz Schubert",0.342035263157895,384872.67368421
3,"Franz Szkokan",0.363333333333333,831808.666666667
6,"Franz Völker",0.498,326174.166666667
29,"Franz Waxman",0.283896551724138,299617.827586207
2,"Franz Welser-Möst",0.423,181787
5,"Franz Xaver Gruber",0.21484,200284.2
4,"Franz von Suppé",0.2595,455709.25
1,"Franzjosef Maier",0.418,498600
1,"François Adrien Boïldieu",0.289,450053
1,"François Couperin",0.191,100347
10,"François Mauriac",0.6394,398080.1
1,"François Schubert",0.327,67813
4,"François-Joël Thiollier",0.3785,225193
1,"Françoise Groben",0.223,382693
86,"Françoise Hardy",0.479162790697675,155841.302325581
2,"Frayser Boy",0.74,286640
4,"Freak Nasty",0.9425,233413.5
1,"Freaky DJ's",0.588,230740
2,"Fred Adison",0.801,160933
1,"Fred Anderson",0.308,157889
150,"Fred Astaire",0.53254,190113.853333333
5,"Fred Bird Rythmicans",0.4598,149289.6
6,"Fred Bongusto",0.469,213704.666666667
6,"Fred Buscaglione",0.554,156860
2,"Fred Davis",0.8845,240366.5
3,"Fred Durst",0.482,294280.333333333
2,"Fred Eaglesmith",0.727,311373
2,"Fred Ermelin Quartet",0.734,136933
2,"Fred Falke",0.859,294720
16,"Fred Gouin",0.508375,161934.875
22,"Fred Hammond",0.481136363636364,337524.318181818
4,"Fred Jackson",0.52,239733
2,"Fred Larosa & Reycard",0.661,115493
1,"Fred Maxwell",0.639,294867
70,"Fred Mollin",0.380142857142857,211170.228571429
30,"Fred Neil",0.544066666666667,213144
1,"Fred Riester",0.773,199387
30,"Fred Waring",0.365866666666667,142738.733333333
4,"Fred Waring & His Pennsylvanians",0.5255,170653
56,"Fred Waring & The Pennsylvanians",0.395392857142857,168442.892857143
8,"Fred Werner",0.565875,222225
1,"Fred Wesley",0.8,544640
1,"Fred Wesley & The Horny Horns",0.771,480627
4,"Fred Wesley & The J.B.'s",0.812,257320
2,"Fred Wesley & The New J.B.'s",0.68,244867
4,"Fred Weyrich",0.398,185520
24,"Fred von Hoerschelmann",0.643666666666667,148526.083333333
4,"Freda Payne",0.559,186780
2,"Freddie Aguilar",0.452,264173
15,"Freddie Dredd",0.804266666666666,134556.933333333
2,"Freddie Foxxx",0.797,288578
12,"Freddie Gibbs",0.559,208847
4,"Freddie Hart",0.6865,115753.5
56,"Freddie Hubbard",0.4425,396542.857142857
24,"Freddie Jackson",0.693583333333333,303595
2,"Freddie Joachim",0.774,156107
54,"Freddie King",0.61487037037037,209928.148148148
8,"Freddie McGregor",0.737,217650
8,"Freddie Mercury",0.5285,225860
2,"Freddie Philips",0.576,63971
4,"Freddie Roach",0.562,374893.5
4,"Freddie Scott",0.537,189840
4,"Freddie Slack",0.7095,167833.5
8,"Freddie Slack And His Orchestra",0.50425,180463.25
4,"Freddie Slack's Eight Beats By Four",0.685,170980
26,"Freddy Fender",0.647846153846154,166171
1,"Freddy Martin",0.413,193907
3,"Freddy Martin & His Orchestra",0.493,179080.333333333
8,"Freddy Quinn",0.44825,193080
2,"Freddy Sunder",0.71,162666
2,"Freddy.b",0.76,233160
1,"Frederic Edward Weatherly",0.2,185400
2,"Frederic Riesterer",0.813,195987
3,"Frederica von Stade",0.188,222755.333333333
9,"Frederick Delius",0.124333333333333,593568.888888889
6,"Frederick Dvonch",0.403166666666667,191022.166666667
4,"Frederick Fennell",0.611,134746.5
2,"Frederick Knight",0.791,198693
35,"Frederick Loewe",0.462228571428571,190608.028571429
2,"Frederick Schauwecker",0.245,155800
6,"Frederick Stock",0.285666666666667,700544.5
13,"Frederik Prausnitz",0.553307692307692,85393.8461538462
4,"Fredi Walker",0.5835,220977
2,"Fredo Bang",0.766,167280
2,"Fredrik Kronkvist",0.445,304293
36,"Free",0.558222222222222,262462.444444444
4,"Free Nationals",0.5685,222862.75
2,"Free Throw",0.677,135625
8,"Freedom Williams",0.65375,307226.75
2,"Freedy Johnston",0.608,248560
4,"Freeez",0.7525,376613
3,"Freekey Zeekey",0.779333333333333,227857.666666667
8,"Freemulitas Groove",0.50975,292722.75
21,"Freestyle",0.561142857142857,360548.333333333
2,"Freestyle Fellowship",0.66,278400
1,"Freestylers",0.499,281083
9,"Freeway",0.641888888888889,251760.111111111
2,"Freezzy",0.463,289065
3,"Freiburger Barockorchester",0.409666666666667,356653.666666667
1,"Freire",0.228,165800
4,"French Kicks",0.5105,235113.5
28,"French Montana",0.681321428571429,230111.178571429
2,"French National Radio Orchestra",0.443,244907
44,"Frente Popular",0.576181818181818,131135.090909091
2,"Frente!",0.738,119813
1,"Freny Shroff",0.409,229590
2,"Fresas Con Crema",0.825,213397
2,"Fresh Water Sounds",0.0635,95162
1,"Fresh Water Spa",0.0822,68011
2,"Freshlyground",0.766,202627
4,"Freur",0.5055,303266.5
2,"Freya Ridings",0.386,225853
4,"Frida",0.616,285753.5
2,"Frida Payne",0.668,170760
8,"Friedrich Gulda",0.4125,194326.5
2,"Friedrich Kayssler",0.743,74442
1,"Friedrich Kuhlau",0.246,722240
6,"Friedrich Schiller",0.656,123766.666666667
16,"Friedrich Wilhelm Nietzsche",0.675875,59031.375
5,"Friedrich von Flotow",0.2188,249197.4
2,"Friend & Lover",0.637,190707
2,"Friendly Fires",0.703,465333
1,"Friends",0.697,169467
8,"Frightened Rabbit",0.33475,257666.5
1,"Frisco Joe's Good Time Boys",0.638,141395
4,"Frisco Kid",0.698,177413
1,"Fritz Fridulin",0.857,360015
13,"Fritz Kreisler",0.379846153846154,194663.615384615
32,"Fritz Lehmann",0.31881875,237936.75
1,"Fritz Ollendorff",0.194,330027
342,"Fritz Reiner",0.33090350877193,258422.988304094
1,"Fritz Rucker",0.152,571133
1,"Fritz Wunderlich",0.279,276000
1,"Frode Fjellheim",0.334,95987
2,"Frogacult",0.664,521339
4,"From Ashes to New",0.511,207196.5
4,"From Autumn To Ashes",0.3295,368620
4,"From First To Last",0.3455,199420
3,"Fromental Halévy",0.236666666666667,307675.666666667
2,"Froning",0.578,213240
2,"Front 242",0.626,233427
6,"Front Porch Step",0.522333333333333,240329
1,"Frost",0.798,273400
2,"Frostydasnowmann",0.79,173675
8,"Frou Frou",0.59675,258113
4,"Fruit Bats",0.658,227753.5
2,"Fruition",0.652,238387
7,"Fruko Y Sus Tesos",0.618857142857143,254899
1017,"Frédéric Chopin",0.340584464110128,250241.391347099
1,"Frédéric Lodéon",0.22,171227
30,"Fréhel",0.589866666666667,169902.466666667
4,"Fu Manchu",0.326,227233.5
2,"Fuego",0.8,188238
24,"Fuel",0.418833333333333,230739
10,"Fuerza Regida",0.694,192343.8
60,"Fugazi",0.433633333333333,181807.6
45,"Fugees",0.712444444444445,278508.155555556
2,"Fujitsu",0.784,147692
1,"Fukkit",0.812,145625
8,"Fulanito",0.7485,248159.75
20,"Full Force",0.7002,316715.8
1,"Full Tilt",0.432,215993
2,"Fumu",0.937,346250
11,"Fun Boy Three",0.724363636363636,185907.636363636
2,"Fun Fun",0.685,246107
4,"Fun Lovin' Criminals",0.756,188573.5
2,"Fundisha",0.881,198373
4,"Funeral For A Friend",0.432,232560
2,"Funk Factory - Michael Urbaniak",0.46,316920
