"song","artist","popularity","release_date","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","liveness","valence","tempo","duration_ms","spotify_url"
"secret love song (feat. jason derulo)","Little Mix",0.0454545454545454,"2015-11-06","Pop",0.42483660130719,0.628715527417105,0.818181818181818,0.816806002143623,1,0.0321960595867371,0.268373766909271,0.285940971120279,0.0983254615714899,0.213665579096243,249813,"https://open.spotify.com/track/4JIo8RztBbELr2gWJ5OGK6"
"cake by the ocean","DNCE",0.181818181818182,"2016-11-18","Pop",0.738562091503268,0.747827020066531,0.363636363636364,0.753612004287245,0,0.0337578087457953,0.158526202167603,0.0184068549666772,0.919493344783169,0.395978323274474,219147,"https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC"
"call me maybe","Carly Rae Jepsen",0,"2012-01-01","Pop",0.750326797385621,0.562184783775083,0.636363636363636,0.706323687031083,1,0.0206631427198462,0.0117864364372248,0.0934094996297472,0.66616573636754,0.403112878607537,193400,"https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO"
"classic","MKTO",0.0454545454545454,"2012","Pop",0.66797385620915,0.788603927460028,0.0909090909090909,0.786023579849946,1,0.120615088899568,0.0397664765129326,0.145244895800275,0.769214255045084,0.277435480934844,175427,"https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg"
"love me less (feat. quinn xcii)","MAX",0.0909090909090908,"2019-04-05","Pop",0.683660130718954,0.858353900633115,1,0.892733118971061,0,0.0832532436328688,0.0857780979707631,0.320850523643288,0.78531558608845,0.578242056768375,177670,"https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ"
"complicated","Avril Lavigne",0.0454545454545454,"2002-06-04","Pop",0.491503267973856,0.7725077798047,0.454545454545455,0.734190782422294,1,0.026790004805382,0.0592488747878698,0.296519623399979,0.416058394160584,0.108810720737121,244507,"https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F"
"let me go (with alesso, florida georgia line & watt)","Hailee Steinfeld",0.227272727272728,"2017-09-08","Pop",0.593464052287582,0.699538577100547,0.727272727272727,0.808960342979635,1,0.028471888515137,0.0348958769441983,0.0681265206812652,0.754186346071275,0.28445101032025,174800,"https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p"
"out of love","Alessia Cara",0.0909090909090908,"2018-11-30","Pop",0.369934640522876,0.226311836033909,0.636363636363636,0.59048231511254,1,0.012013455069678,0.829010866204008,0.242568496773511,0.104765993988836,0.386715303936258,227693,"https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb"
"easier","5 Seconds of Summer",0.227272727272728,"2019-05-23","Pop",0.386928104575163,0.399077154201095,0.454545454545455,0.746795284030011,1,0.237145603075444,0.506722256443078,0.0825134877816566,0.621082009446114,0.793742035763797,157493,"https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ"
"what a time (feat. niall horan)","Julia Michaels",0.0909090909090908,"2019-01-24","Pop",0.403921568627451,0.440927138104947,0,0.721929260450161,1,0.00792888034598751,0.686001772483724,0.0693959589548292,0.372048089308716,0.492963466035596,173307,"https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT"
"my oh my (feat. dababy)","Camila Cabello",0.818181818181818,"2019-12-06","Pop",0.673202614379085,0.466680974353471,0.727272727272727,0.728788853161843,1,0.00720807304180683,0.0186260017890645,0.072992700729927,0.368827823100043,0.298265021774747,170746,"https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K"
"toxic","Britney Spears",0.0909090909090908,"2003-11-13","Pop",0.738562091503268,0.839038523446722,0.454545454545455,0.81924973204716,0,0.108601633829889,0.0257764564750787,0.235163440177721,0.949549162730786,0.564281013260891,198800,"https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak"
"me and my broken heart","Rixton",0,"2014-01-01","Pop",0.43921568627451,0.780019315377186,0.454545454545455,0.804372990353698,0,0.0130946660259491,0.00504013788563749,0.118798265101026,0.549162730785745,0.781636396734488,193733,"https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S"
"phases","PRETTYMUCH",0,"2019-04-26","Pop",0.733333333333333,0.622277068354974,1,0.698778135048231,0,0.129024507448342,0.175106966656912,0.0506717444197609,0.485830828681838,0.30445437105289,215760,"https://open.spotify.com/track/3je88Q4OvTqIx7BFRFYvRA"
"like i'm gonna lose you (feat. john legend)","Meghan Trainor",0.0909090909090908,"2015-01-09","Pop",0.550326797385621,0.508530958257324,0,0.675841371918542,1,0.0237866410379625,0.4144917539713,0.166402200359674,0.405324173465006,0.319213588562307,225053,"https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW"
